2011-09-30	9495
2011-10-01	11141
2011-10-02	10612
2011-10-03	9508
2011-10-04	8966
2011-10-05	8964
2011-10-06	9230
2011-10-07	9326
2011-10-08	10w14
2011-10-09	10717
2011-10-10	11322
2011-10-11	10952
2011-10-12	11019
2011-10-13	10592
2011-10-14	10445
2011-10-15	10330
2011-10-16	9853
2011-10-17	9892
2011-10-18	10499
2011-10-19	10214
2011-10-20	9946
2011-10-21	10067
2011-10-22	10148
2011-10-23	9687
2011-10-24	10683
2011-10-25	10851
2011-10-26	10648
2011-10-27	11467
2011-10-28	11727
2011-10-29	11610
2011-10-30	11446
2011-10-31	12615
2011-11-01	14137
2011-11-02	14459
2011-11-03	13562
2011-11-04	14762
2011-11-05	13842
2011-11-06	13145
2011-11-07	13292
2011-11-08	12349
2011-11-09	12173
2011-11-10	11970
2011-11-11	11479
2011-11-12	12460
2011-11-13	12639
2011-11-14	12656
2011-11-15	12413
2011-11-16	12778
2011-11-17	13537
2011-11-18	15440
2011-11-19	13631
2011-11-20	12296
2011-11-21	12566
2011-11-22	12504
2011-11-23	11572
2011-11-24	11573
2011-11-25	12215
2011-11-26	12863
2011-11-27	12223
2011-11-28	12651
2011-11-29	12176
2011-11-30	11681
2011-12-01	12631
2011-12-02	12076
2011-12-03	11754
2011-12-04	11639
2011-12-05	11846
2011-12-06	12514
2011-12-07	12428
2011-12-08	11396
2011-12-09	11327
2011-12-10	11143
2011-12-11	10w18
2011-12-12	11557
2011-12-13	11186
2011-12-14	11147
2011-12-15	11323
2011-12-16	11506
2011-12-17	11469
2011-12-18	11006
2011-12-19	11176
2011-12-20	10880
2011-12-21	11327
2011-12-22	11386
2011-12-23	11558
2011-12-24	10431
2011-12-25	10164
2011-12-26	10933
2011-12-27	11059
2011-12-28	10670
2011-12-29	10734
2011-12-30	11070
2011-12-31	11083
2012-01-01	13543
2012-01-02	12771
2012-01-03	11632
2012-01-04	11048
2012-01-05	10783
2012-01-06	10966
2012-01-07	10450
2012-01-08	10314
2012-01-09	11380
2012-01-10	12275
2012-01-11	12427
2012-01-12	12049
2012-01-13	12326
2012-01-14	12355
2012-01-15	11708
2012-01-16	11998
2012-01-17	11854
2012-01-18	12049
2012-01-19	12945
2012-01-20	12622
2012-01-21	11296
2012-01-22	8711
2012-01-23	8926
2012-01-24	9213
2012-01-25	9603
2012-01-26	9809
2012-01-27	10432
2012-01-28	10860
2012-01-29	12141
2012-01-30	12896
2012-01-31	12897
2012-02-01	15132
2012-02-02	14897
2012-02-03	14208
2012-02-04	13690
2012-02-05	13460
2012-02-06	13642
2012-02-07	13913
2012-02-08	13774
2012-02-09	14404
2012-02-10	14621
2012-02-11	14409
2012-02-12	14140
2012-02-13	14464
2012-02-14	13449
2012-02-15	13756
2012-02-16	13w15
2012-02-17	14713
2012-02-18	14245
2012-02-19	13021
2012-02-20	13369
2012-02-21	12968
2012-02-22	13880
2012-02-23	13e11e:
2012-02-24	14e11s
2012-02-25	14932
2012-02-26	13059
2012-02-27	14155
2012-02-28	14482
2012-02-29	14162
2012-03-01	15909
2012-03-02	15343
2012-03-03	15273
2012-03-04	14361
2012-03-05	13714
2012-03-06	14685
2012-03-07	13207
2012-03-08	13221
2012-03-09	13763
2012-03-10	13s76
2012-03-11	12606
2012-03-12	12894
2012-03-13	13207
2012-03-14	12566
2012-03-15	12552
2012-03-16	13182
2012-03-17	13226
2012-03-18	12360
2012-03-19	12274
2012-03-20	12042
2012-03-21	12041
2012-03-22	11807
2012-03-23	11528
2012-03-24	10577
2012-03-25	10e11s
2012-03-26	10532
2012-03-27	10537
2012-03-28	11011
2012-03-29	10703
2012-03-30	10776
2012-03-31	10809
2012-04-01	12692
2012-04-02	12707
2012-04-03	13715
2012-04-04	12828
2012-04-05	12276
2012-04-06	11970
2012-04-07	11475
2012-04-08	11368
2012-04-09	11716
2012-04-10	11643
2012-04-11	11205
2012-04-12	11402
2012-04-13	11074
2012-04-14	11198
2012-04-15	10376
2012-04-16	10899
2012-04-17	10656
2012-04-18	10831
2012-04-19	11082
2012-04-20	11698
2012-04-21	11087
2012-04-22	10356
2012-04-23	10668
2012-04-24	11034
2012-04-25	11018
2012-04-26	10046
2012-04-27	10137
2012-04-28	10771
2012-04-29	10918
2012-04-30	10998
2012-05-01	12364
2012-05-02	11903
2012-05-03	11540
2012-05-04	11469
2012-05-05	10996
2012-05-06	10649
2012-05-07	10773
2012-05-08	11945
2012-05-09	11694
2012-05-10	11051
2012-05-11	11269
2012-05-12	12842
2012-05-13	11869
2012-05-14	11670
2012-05-15	10913
2012-05-16	11701
2012-05-17	11271
2012-05-18	11093
2012-05-19	11386
2012-05-20	10559
2012-05-21	11237
2012-05-22	11318
2012-05-23	11096
2012-05-24	10844
2012-05-25	10968
2012-05-26	10955
2012-05-27	10502
2012-05-28	10564
2012-05-29	10692
2012-05-30	11207
2012-05-31	10992
2012-06-01	13381
2012-06-02	12766
2012-06-03	11852
2012-06-04	12055
2012-06-05	11975
2012-06-06	11913
2012-06-07	11443
2012-06-08	11395
2012-06-09	11911
2012-06-10	10800
2012-06-11	11930
2012-06-12	11530
2012-06-13	11525
2012-06-14	11460
2012-06-15	12125
2012-06-16	11152
2012-06-17	10904
2012-06-18	11233
2012-06-19	11592
2012-06-20	11245
2012-06-21	11144
2012-06-22	error
2012-06-23	11210
2012-06-24	10911
2012-06-25	11541
2012-06-26	11169
2012-06-27	11800
2012-06-28	11218
2012-06-29	11186
2012-06-30	11085
2012-07-01	12149
2012-07-02	12533
2012-07-03	11377
2012-07-04	11767
2012-07-05	11861
2012-07-06	11484
2012-07-07	11375
2012-07-08	11094
2012-07-09	11818
2012-07-10	12292
2012-07-11	11647
2012-07-12	11699
2012-07-13	12220
2012-07-14	12133
2012-07-15	12100
2012-07-16	13323
2012-07-17	14061
2012-07-18	12960
2012-07-19	12399
2012-07-20	12227
2012-07-21	11661
2012-07-22	11806
2012-07-23	11990
2012-07-24	11617
2012-07-25	11990
2012-07-26	11335
2012-07-27	11373
2012-07-28	10080
2012-07-29	10575
2012-07-30	10888
2012-07-31	11610
2012-08-01	12927
2012-08-02	12183
2012-08-03	12498
2012-08-04	12108
2012-08-05	11863
2012-08-06	11978
2012-08-07	12072
2012-08-08	12124
2012-08-09	12370
2012-08-10	12000
2012-08-11	11946
2012-08-12	12445
2012-08-13	12362
2012-08-14	12672
2012-08-15	12556
2012-08-16	13043
2012-08-17	13144
2012-08-18	12585
2012-08-19	12348
2012-08-20	13133
2012-08-21	14923
2012-08-22	15729
2012-08-23	12687
2012-08-24	13166
2012-08-25	13047
2012-08-26	13357
2012-08-27	14830
2012-08-28	15445
2012-08-29	16711
2012-08-30	16013
2012-08-31	15817
2012-09-01	17173
2012-09-02	16158
2012-09-03	15789
2012-09-04	14737
2012-09-05	14643
2012-09-06	15278
2012-09-07	15116
2012-09-08	15481
2012-09-09	15103
2012-09-10	14816
2012-09-11	14662
2012-09-12	15355
2012-09-13	15293
2012-09-14	15740
2012-09-15	16567
2012-09-16	14621
2012-09-17	14559
2012-09-18	17133
2012-09-19	14577
2012-09-20	14530
2012-09-21	14251
2012-09-22	13780
2012-09-23	12920
2012-09-24	12766
2012-09-25	11680
2012-09-26	11330
2012-09-27	10881
2012-09-28	13569
2012-09-29	11836
2012-09-30	13669
2012-10-01	14534
2012-10-02	13see
2012-10-03	12787
2012-10-04	12735
2012-10-05	13109
2012-10-06	12660
2012-10-07	12935
2012-10-08	18154
2012-10-09	20532
2012-10-10	20177
2012-10-11	17885
2012-10-12	15562
2012-10-13	15w19
2012-10-14	15954
2012-10-15	19098
2012-10-16	16577
2012-10-17	14192
2012-10-18	14493
2012-10-19	15261
2012-10-20	13915
2012-10-21	12898
2012-10-22	14600
2012-10-23	12871
2012-10-24	12581
2012-10-25	12968
2012-10-26	13095
2012-10-27	12562
2012-10-28	11746
2012-10-29	13612
2012-10-30	15915
2012-10-31	16020
2012-11-01	15973
2012-11-02	14877
2012-11-03	14668
2012-11-04	13215
2012-11-05	13394
2012-11-06	12618
2012-11-07	13189
2012-11-08	13501
2012-11-09	13835
2012-11-10	14625
2012-11-11	13212
2012-11-12	12829
2012-11-13	12383
2012-11-14	12522
2012-11-15	12327
2012-11-16	12541
2012-11-17	12130
2012-11-18	11205
2012-11-19	12171
2012-11-20	12163
2012-11-21	12961
2012-11-22	12056
2012-11-23	12050
2012-11-24	11643
2012-11-25	11476
2012-11-26	11470
2012-11-27	11215
2012-11-28	11521
2012-11-29	11749
2012-11-30	11388
2012-12-01	12826
2012-12-02	11329
2012-12-03	11421
2012-12-04	11439
2012-12-05	11215
2012-12-06	10828
2012-12-07	11357
2012-12-08	11866
2012-12-09	11077
2012-12-10	11188
2012-12-11	10380
2012-12-12	9335
2012-12-13	11162
2012-12-14	12335
2012-12-15	12781
2012-12-16	12282
2012-12-17	12661
2012-12-18	11718
2012-12-19	11262
2012-12-20	11635
2012-12-21	12753
2012-12-22	11979
2012-12-23	10513
2012-12-24	10146
2012-12-25	11319
2012-12-26	17926
2012-12-27	15471
2012-12-28	13176
2012-12-29	12620
2012-12-30	11795
2012-12-31	11744
2013-01-01	12464
2013-01-02	12236
2013-01-03	11447
2013-01-04	12w18
2013-01-05	11914
2013-01-06	11960
2013-01-07	12234
2013-01-08	13259
2013-01-09	13481
2013-01-10	12727
2013-01-11	15223
2013-01-12	11774
2013-01-13	11732
2013-01-14	44749
2013-01-15	73119
2013-01-16	69727
2013-01-17	54741
2013-01-18	16183
2013-01-19	12826
2013-01-20	13269
2013-01-21	15138
2013-01-22	15718
2013-01-23	13647
2013-01-24	12292
2013-01-25	11734
2013-01-26	13167
2013-01-27	12441
2013-01-28	12913
2013-01-29	12854
2013-01-30	12234
2013-01-31	13066
2013-02-01	14015
2013-02-02	14032
2013-02-03	13220
2013-02-04	13099
2013-02-05	12728
2013-02-06	11875
2013-02-07	10996
2013-02-08	9961
2013-02-09	i402
2013-02-10	8342
2013-02-11	9235
2013-02-12	9680
2013-02-13	10243
2013-02-14	10642
2013-02-15	10877
2013-02-16	12860
2013-02-17	12890
2013-02-18	13855
2013-02-19	14142
2013-02-20	13817
2013-02-21	13ehb
2013-02-22	14496
2013-02-23	13828
2013-02-24	12962
2013-02-25	14363
2013-02-26	14417
2013-02-27	13933
2013-02-28	19276
2013-03-01	17401
2013-03-02	14294
2013-03-03	13303
2013-03-04	13021
2013-03-05	18477
2013-03-06	19203
2013-03-07	18536
2013-03-08	13195
2013-03-09	13274
2013-03-10	12695
2013-03-11	12404
2013-03-12	12415
2013-03-13	11947
2013-03-14	11475
2013-03-15	13102
2013-03-16	14333
2013-03-17	14348
2013-03-18	14365
2013-03-19	14809
2013-03-20	13828
2013-03-21	14207
2013-03-22	14388
2013-03-23	11972
2013-03-24	11510
2013-03-25	12038
2013-03-26	12203
2013-03-27	11292
2013-03-28	12030
2013-03-29	12190
2013-03-30	11983
2013-03-31	11477
2013-04-01	11940
2013-04-02	12182
2013-04-03	10881
2013-04-04	11754
2013-04-05	11657
2013-04-06	10400
2013-04-07	10953
2013-04-08	11322
2013-04-09	11649
2013-04-10	11355
2013-04-11	11582
2013-04-12	11326
2013-04-13	11417
2013-04-14	10959
2013-04-15	10203
2013-04-16	10004
2013-04-17	10198
2013-04-18	10602
2013-04-19	10891
2013-04-20	10509
2013-04-21	10049
2013-04-22	10540
2013-04-23	10618
2013-04-24	10446
2013-04-25	10101
2013-04-26	10451
2013-04-27	9591
2013-04-28	10402
2013-04-29	11243
2013-04-30	10398
2013-05-01	10335
2013-05-02	10723
2013-05-03	10437
2013-05-04	10218
2013-05-05	10358
2013-05-06	10465
2013-05-07	10631
2013-05-08	10915
2013-05-09	10268
2013-05-10	9784
2013-05-11	8787
2013-05-12	8274
2013-05-13	8773
2013-05-14	9100
2013-05-15	9711
2013-05-16	9304
2013-05-17	9396
2013-05-18	9698
2013-05-19	9349
2013-05-20	9066
2013-05-21	9309
2013-05-22	9151
2013-05-23	9408
2013-05-24	10154
2013-05-25	10149
2013-05-26	9597
2013-05-27	8762
2013-05-28	8399
2013-05-29	8951
2013-05-30	8698
2013-05-31	8780
2013-06-01	9384
2013-06-02	9217
2013-06-03	9319
2013-06-04	9208
2013-06-05	10360
2013-06-06	10027
2013-06-07	9682
2013-06-08	10080
2013-06-09	10077
2013-06-10	9684
2013-06-11	9580
2013-06-12	9147
2013-06-13	9764
2013-06-14	9261
2013-06-15	9245
2013-06-16	9136
2013-06-17	9782
2013-06-18	9900
2013-06-19	10689
2013-06-20	10605
2013-06-21	9872
2013-06-22	9780
2013-06-23	9197
2013-06-24	9299
2013-06-25	9178
2013-06-26	9184
2013-06-27	9166
2013-06-28	8763
2013-06-29	8888
2013-06-30	8521
2013-07-01	9687
2013-07-02	9467
2013-07-03	9385
2013-07-04	9579
2013-07-05	9018
2013-07-06	9012
2013-07-07	9147
2013-07-08	9260
2013-07-09	9693
2013-07-10	10309
2013-07-11	10366
2013-07-12	9374
2013-07-13	9023
2013-07-14	9145
2013-07-15	9913
2013-07-16	10w13
2013-07-17	10358
2013-07-18	10037
2013-07-19	9848
2013-07-20	9104
2013-07-21	9179
2013-07-22	9497
2013-07-23	9702
2013-07-24	9314
2013-07-25	9077
2013-07-26	10910
2013-07-27	9790
2013-07-28	9319
2013-07-29	9225
2013-07-30	9974
2013-07-31	9062
2013-08-01	9553
2013-08-02	9232
2013-08-03	8810
2013-08-04	8802
2013-08-05	8540
2013-08-06	8655
2013-08-07	9239
2013-08-08	9439
2013-08-09	9120
2013-08-10	9192
2013-08-11	8897
2013-08-12	9924
2013-08-13	9047
2013-08-14	9930
2013-08-15	9932
2013-08-16	9752
2013-08-17	9205
2013-08-18	9076
2013-08-19	9672
2013-08-20	10576
2013-08-21	10066
2013-08-22	10260
2013-08-23	9967
2013-08-24	9233
2013-08-25	9074
2013-08-26	error
2013-08-27	10072
2013-08-28	9804
2013-08-29	9926
2013-08-30	9608
2013-08-31	9365
2013-09-01	9166
2013-09-02	9236
2013-09-03	10273
2013-09-04	9684
2013-09-05	9403
2013-09-06	9596
2013-09-07	9660
2013-09-08	9043
2013-09-09	error
2013-09-10	9285
2013-09-11	9384
2013-09-12	9450
2013-09-13	9222
2013-09-14	9177
2013-09-15	9047
2013-09-16	8772
2013-09-17	9466
2013-09-18	9439
2013-09-19	9349
2013-09-20	8814
2013-09-21	8568
2013-09-22	8561
2013-09-23	8695
2013-09-24	9043
2013-09-25	10399
2013-09-26	11912
2013-09-27	10956
2013-09-28	9562
2013-09-29	9348
2013-09-30	9696
2013-10-01	9997
2013-10-02	8995
2013-10-03	8654
2013-10-04	8649
2013-10-05	8493
2013-10-06	9484
2013-10-07	9270
2013-10-08	10219
2013-10-09	9692
2013-10-10	10247
2013-10-11	10603
2013-10-12	11279
2013-10-13	9891
2013-10-14	9620
2013-10-15	10330
2013-10-16	9922
2013-10-17	9504
2013-10-18	9775
2013-10-19	9067
2013-10-20	8458
2013-10-21	8944
2013-10-22	9127
2013-10-23	8636
2013-10-24	8301
2013-10-25	1920
2013-10-26	7743
2013-10-27	7470
2013-10-28	1689
2013-10-29	1659
2013-10-30	711s
2013-10-31	1097
2013-11-01	8101
2013-11-02	1935
2013-11-03	i488
2013-11-04	1897
2013-11-05	1909
2013-11-06	1808
2013-11-07	7871
2013-11-08	1650
2013-11-09	1628
2013-11-10	1318
2013-11-11	7717
2013-11-12	1108
2013-11-13	1050
2013-11-14	6853
2013-11-15	1202
2013-11-16	1233
2013-11-17	6827
2013-11-18	1213
2013-11-19	9516
2013-11-20	10458
2013-11-21	8528
2013-11-22	7798
2013-11-23	7746
2013-11-24	1600
2013-11-25	1344
2013-11-26	8020
2013-11-27	7574
2013-11-28	1362
2013-11-29	1339
2013-11-30	1314
2013-12-01	1601
2013-12-02	7378
2013-12-03	1677
2013-12-04	8354
2013-12-05	8456
2013-12-06	1800
2013-12-07	i402
2013-12-08	6994
2013-12-09	1399
2013-12-10	7710
2013-12-11	i451
2013-12-12	1321
2013-12-13	1136
2013-12-14	1065
2013-12-15	6809
2013-12-16	1640
2013-12-17	1645
2013-12-18	135e
2013-12-19	6753
2013-12-20	6613
2013-12-21	1646
2013-12-22	6814
2013-12-23	6891
2013-12-24	6050
2013-12-25	1139
2013-12-26	6663
2013-12-27	6717
2013-12-28	6465
2013-12-29	6357
2013-12-30	6345
2013-12-31	1193
2014-01-01	1511
2014-01-02	8013
2014-01-03	7708
2014-01-04	1620
2014-01-05	1160
2014-01-06	1133
2014-01-07	1809
2014-01-08	18%
2014-01-09	1829
2014-01-10	1841
2014-01-11	1288
2014-01-12	1009
2014-01-13	6859
2014-01-14	1322
2014-01-15	6788
2014-01-16	1112
2014-01-17	1112
2014-01-18	6976
2014-01-19	6800
2014-01-20	8657
2014-01-21	198e
2014-01-22	1081
2014-01-23	6601
2014-01-24	5540
2014-01-25	5473
2014-01-26	5834
2014-01-27	5211
2014-01-28	5097
2014-01-29	4771
2014-01-30	3863
2014-01-31	4281
2014-02-01	5085
2014-02-02	5130
2014-02-03	5942
2014-02-04	5893
2014-02-05	5902
2014-02-06	6163
2014-02-07	1335
2014-02-08	6933
2014-02-09	6433
2014-02-10	6611
2014-02-11	6842
2014-02-12	6372
2014-02-13	6038
2014-02-14	5392
2014-02-15	5833
2014-02-16	5694
2014-02-17	6921
2014-02-18	6731
2014-02-19	6109
2014-02-20	5962
2014-02-21	6115
2014-02-22	6010
2014-02-23	5448
2014-02-24	1287
2014-02-25	8655
2014-02-26	1841
2014-02-27	1389
2014-02-28	1327
2014-03-01	1328
2014-03-02	6241
2014-03-03	1530
2014-03-04	8048
2014-03-05	1564
2014-03-06	7703
2014-03-07	1605
2014-03-08	1362
2014-03-09	6140
2014-03-10	6191
2014-03-11	6016
2014-03-12	6452
2014-03-13	6166
2014-03-14	6156
2014-03-15	6176
2014-03-16	6097
2014-03-17	5867
2014-03-18	6674
2014-03-19	6398
2014-03-20	6656
2014-03-21	6540
2014-03-22	6849
2014-03-23	6529
2014-03-24	1835
2014-03-25	8635
2014-03-26	7768
2014-03-27	i415
2014-03-28	1163
2014-03-29	7070
2014-03-30	9820
2014-03-31	17521
2014-04-01	25945
2014-04-02	23430
2014-04-03	17593
2014-04-04	14194
2014-04-05	12509
2014-04-06	12802
2014-04-07	12957
2014-04-08	14643
2014-04-09	19199
2014-04-10	19569
2014-04-11	14939
2014-04-12	12608
2014-04-13	12223
2014-04-14	11479
2014-04-15	13256
2014-04-16	14993
2014-04-17	15359
2014-04-18	14404
2014-04-19	12617
2014-04-20	12360
2014-04-21	13071
2014-04-22	14761
2014-04-23	15561
2014-04-24	13024
2014-04-25	12682
2014-04-26	15977
2014-04-27	12665
2014-04-28	12880
2014-04-29	12e11e:
2014-04-30	10893
2014-05-01	11735
2014-05-02	10965
2014-05-03	10414
2014-05-04	11652
2014-05-05	11155
2014-05-06	12361
2014-05-07	1077s
2014-05-08	11412
2014-05-09	11085
2014-05-10	10973
2014-05-11	10305
2014-05-12	9865
2014-05-13	10947
2014-05-14	10359
2014-05-15	12094
2014-05-16	11059
2014-05-17	10215
2014-05-18	9769
2014-05-19	9650
2014-05-20	9906
2014-05-21	9654
2014-05-22	1011s
2014-05-23	9053
2014-05-24	9362
2014-05-25	9338
2014-05-26	9399
2014-05-27	9821
2014-05-28	8610
2014-05-29	8736
2014-05-30	8690
2014-05-31	6978
2014-06-01	1687
2014-06-02	8972
2014-06-03	10061
2014-06-04	9297
2014-06-05	8928
2014-06-06	9617
2014-06-07	8851
2014-06-08	8441
2014-06-09	9458
2014-06-10	9736
2014-06-11	9719
2014-06-12	9483
2014-06-13	8642
2014-06-14	8317
2014-06-15	8798
2014-06-16	9120
2014-06-17	9980
2014-06-18	9561
2014-06-19	9073
2014-06-20	8727
2014-06-21	7875
2014-06-22	7709
2014-06-23	1639
2014-06-24	8093
2014-06-25	1664
2014-06-26	7789
2014-06-27	1246
2014-06-28	6754
2014-06-29	6690
2014-06-30	12256
2014-07-01	14612
2014-07-02	15183
2014-07-03	14177
2014-07-04	14582
2014-07-05	13310
2014-07-06	13842
2014-07-07	14538
2014-07-08	16677
2014-07-09	16646
2014-07-10	15836
2014-07-11	16014
2014-07-12	16637
2014-07-13	15702
2014-07-14	15288
2014-07-15	15255
2014-07-16	15091
2014-07-17	16265
2014-07-18	16273
2014-07-19	16393
2014-07-20	17072
2014-07-21	17451
2014-07-22	18188
2014-07-23	17908
2014-07-24	15e11s
2014-07-25	16007
2014-07-26	14914
2014-07-27	17626
2014-07-28	15760
2014-07-29	1624
2014-07-30	1529
2014-07-31	1214
2014-08-01	8351
2014-08-02	bmw7
2014-08-03	6722
2014-08-04	1291
2014-08-05	i453
2014-08-06	1505
2014-08-07	1397
2014-08-08	1860
2014-08-09	1692
2014-08-10	7574
2014-08-11	8048
2014-08-12	9762
2014-08-13	8888
2014-08-14	1842
2014-08-15	1319
2014-08-16	6509
2014-08-17	6620
2014-08-18	1262
2014-08-19	7071
2014-08-20	6808
2014-08-21	1008
2014-08-22	6872
2014-08-23	6362
2014-08-24	6508
2014-08-25	7678
2014-08-26	8097
2014-08-27	i405
2014-08-28	6878
2014-08-29	6713
2014-08-30	6694
2014-08-31	6516
2014-09-01	1386
2014-09-02	8277
2014-09-03	7375
2014-09-04	1219
2014-09-05	6873
2014-09-06	6545
2014-09-07	6811
2014-09-08	7176
2014-09-09	8488
2014-09-10	8428
2014-09-11	8266
2014-09-12	8366
2014-09-13	8241
2014-09-14	1842
2014-09-15	8439
2014-09-16	9536
2014-09-17	15546
2014-09-18	12851
2014-09-19	10238
2014-09-20	9516
2014-09-21	8888
2014-09-22	9733
2014-09-23	9850
2014-09-24	8450
2014-09-25	8001
2014-09-26	7970
2014-09-27	i469
2014-09-28	8765
2014-09-29	8544
2014-09-30	8251
2014-10-01	8136
2014-10-02	1504
2014-10-03	1199
2014-10-04	1299
2014-10-05	i437
2014-10-06	8252
2014-10-07	8297
2014-10-08	9339
2014-10-09	9334
2014-10-10	9533
2014-10-11	9623
2014-10-12	8896
2014-10-13	9053
2014-10-14	8879
2014-10-15	9346
2014-10-16	9192
2014-10-17	8893
2014-10-18	8717
2014-10-19	8414
2014-10-20	8955
2014-10-21	8865
2014-10-22	9082
2014-10-23	12589
2014-10-24	11338
2014-10-25	9623
2014-10-26	8847
2014-10-27	8336
2014-10-28	8753
